shortName;sector;industry;ticker;last_price;range_52_weeks;averageVolume10days;dividendYield;est_avg_dividend_yield_3y;exDividendDate;profitMargins;trailingPE;forwardPE;trailingEps;forwardEps;beta;marketCap;mostRecentQuarter;currency
POLARIS MEDIA;Communication Services;Publishing;pol.ol;71.19999694824219;63.60 - 102.00;461;0.028800001;0.0;1651708800;0.04877;36.032387;N/A;1.976;N/A;0.759463;3484812544;1648684800;NOK
POLIGHT;Technology;Electronic Components;plt.ol;21.299999237060547;20.52 - 39.28;81170;N/A;0.0;N/A;0.0;N/A;N/A;-5.93;N/A;1.470991;221202624;1648684800;NOK
KONINKLIJKE PORCELEYNE FLES;Consumer Defensive;Household & Personal Products;porf.as;13.0;9.40 - 14.40;0;N/A;0.0;1558569600;0.108389996;N/A;N/A;-0.804;N/A;0.224724;12422579;1640908800;EUR
POSTNL;Industrials;Integrated Freight & Logistics;pnl.as;2.177999973297119;2.18 - 4.54;2730016;0.27290002;0.058157331597628543;1650499200;0.041389998;5.065116;6.0499997;0.43;0.36;1.35793;1117862784;1648857600;EUR
POXEL;Healthcare;Biotechnology;poxel.pa;2.549999952316284;1.53 - 6.84;148740;N/A;0.0;N/A;-1.77375;N/A;-2.5757575;-1.16;-0.99;1.63632;73074840;1640908800;EUR
PRECIA;Industrials;Specialty Industrial Machinery;prec.pa;32.400001525878906;25.38 - 39.97;210;0.0125;0.012345678430925607;1656374400;0.06138;3.3767588;N/A;9.595;N/A;0.678965;175167696;1640908800;EUR
PROACTIS SA;Technology;Software—Application;proac.pa;0.14800000190734863;0.11 - 0.18;7010;N/A;0.0;N/A;-0.012519999;N/A;N/A;-0.072;N/A;0.921418;20045416;1643587200;EUR
PRODWAYS GROUP;Technology;Computer Hardware;pwg.pa;3.1700000762939453;1.82 - 3.48;51527;N/A;0.0;N/A;0.00868;N/A;39.625;-0.198;0.08;1.307139;162389904;1640908800;EUR
PROSAFE;Energy;Oil & Gas Equipment & Services;prs.ol;250.0;72.00 - 1,560.00;52358;N/A;0.0;1440633600;6.30326;N/A;-263.1579;-89.537;-0.95;0.493531;2199674945536;1648684800;NOK
PROSUS;Communication Services;Internet Content & Information;prx.as;62.290000915527344;40.06 - 80.44;2018005;0.0022;0.00133782841721809;1635379200;2.72837;28.665438;N/A;2.173;N/A;0.090588;195993616384;1648684800;EUR
PROTECTOR FORSIKRING;Financial Services;Insurance—Specialty;prot.ol;120.0;81.47 - 127.65;57331;0.0614;0.025944444444444447;1651622400;0.07721;5.0339794;14.184397;23.838;8.46;1.435553;9883752448;1656547200;NOK
PROXIMUS;Communication Services;Telecom Services;prox.br;13.454999923706055;12.73 - 18.91;497964;0.088599995;0.07927660146525391;1651017600;0.07919;7.7017746;8.737013;1.747;1.54;0.15908;4341793792;1656547200;EUR
PUBLICIS GROUPE SA;Communication Services;Advertising Agencies;pub.pa;48.81999969482422;41.15 - 66.86;415760;0.0462;0.029359552279663203;1656892800;0.089899994;20.512604;8.359589;2.38;5.84;0.895543;12172388352;1656547200;EUR
Q-FREE;Industrials;Infrastructure Operations;qfr.ol;6.699999809265137;6.30 - 10.15;50016;N/A;0.0;N/A;0.07466;N/A;10.307693;-0.363;0.65;0.750359;745334784;1656547200;NOK
QRF;Real Estate;REIT—Retail;qrf.br;10.300000190734863;9.62 - 12.50;2433;0.074099995;0.05177993431622278;1653523200;-0.36953998;N/A;N/A;-0.743;N/A;1.273598;75670808;1625011200;EUR
QUADIENT S.A.;Technology;Software—Application;qdt.pa;17.06999969482422;13.61 - 24.66;16617;0.029000001;0.02636203913562132;1659571200;0.085719995;18.554348;N/A;0.92;N/A;0.787733;586151360;1643587200;EUR
QUESTERRE ENERGY CORPORATION;Energy;Oil & Gas E&P;qec.ol;1.7899999618530273;0.95 - 3.19;1728609;N/A;0.0;N/A;-0.09024999;N/A;11.1875;-1.89;0.16;1.724817;767043648;1648684800;NOK
QUESTFOR GR-PRICAF;Financial Services;Asset Management;qfg.br;6.28000020980835;6.06 - 8.86;6509;0.16059999;0.0;1649116800;0.0;6.168959;N/A;1.018;N/A;N/A;105341976;1656547200;EUR
RAK PETROLEUM;Energy;Oil & Gas E&P;rakp.ol;22.600000381469727;7.54 - 23.40;619756;N/A;0.0;N/A;0.10497;N/A;N/A;-3.64;N/A;1.889793;11332860928;1640908800;NOK
RALLYE;Consumer Defensive;Grocery Stores;ral.pa;3.0999999046325684;2.67 - 6.40;51302;N/A;0.0;1558310400;-0.0078799995;N/A;N/A;-5.8;N/A;N/A;163055968;1656547200;EUR
RAMADA INVESTIMENTOS E INDUSTRI;Basic Materials;Steel;ram.ls;7.0;5.74 - 7.60;2109;0.0857;0.02857142857142857;1652832000;0.09945;25.925924;N/A;0.27;N/A;1.392429;179490496;1656547200;EUR
RAMSAY GENERALE DE SANTE;Healthcare;Medical Care Facilities;gds.pa;20.899999618530273;18.45 - 26.10;232;N/A;0.0;1417478400;0.01863;38.0;N/A;0.55;N/A;-0.074748;2306607616;1640908800;EUR
RANA GRUBER ASA;Basic Materials;Steel;rana.ol;48.0;33.81 - 68.20;80015;0.1734;0.08208333333333333;1652659200;0.26187;6.5735416;11.538462;7.302;4.16;N/A;1792065536;1648684800;NOK
Randstad N.V.;Industrials;Staffing & Employment Services;rand.as;46.4900016784668;44.86 - 67.50;354330;0.044499997;0.04617480295039348;1664409600;0.0318;21.423964;10.084599;2.17;4.61;1.446574;8552022016;1656547200;EUR
REACH SUBSEA;Energy;Oil & Gas Equipment & Services;reach.ol;3.799999952316284;2.50 - 4.58;292886;0.051999997;0.026315789803903852;1653955200;0.06718;12.666666;11.176471;0.3;0.34;1.557738;549400192;1648684800;NOK
REC SILICON;Technology;Semiconductor Equipment & Materials;recsi.ol;22.780000686645508;12.10 - 25.20;18240415;N/A;0.0;N/A;-0.20107001;N/A;-52.976746;-1.326;-0.43;0.083852;8483545600;1648684800;NOK
RECTICEL;Basic Materials;Specialty Chemicals;rec.br;14.380000114440918;13.74 - 22.60;48807;0.0194;0.011590171442300195;1654128000;0.051820002;12.558952;22.123077;1.145;0.65;1.666506;800054336;1640908800;EUR
RECYLEX S.A.;Basic Materials;Other Industrial Metals & Mining;rx.pa;1.8480000495910645;1.85 - 1.85;0;N/A;0.0;647049600;1.1131301;0.38403994;N/A;4.812;N/A;0.940105;47793900;1609372800;EUR
Reditus-SGPS;Technology;Information Technology Services;red.ls;0.030500000342726707;0.03 - 0.05;50;N/A;0.0;N/A;-0.0553;3.388889;N/A;0.009;N/A;0.564925;438696;1625011200;EUR
REINET INVESTMENTS;Financial Services;Asset Management;reina.as;17.299999237060547;14.20 - 22.60;707;0.0161;0.012138728859023997;1663200000;0.99669;N/A;N/A;-0.864;N/A;0.463149;3227833856;1648684800;EUR
RELX;Communication Services;Publishing;ren.as;28.040000915527344;23.93 - 29.71;742401;0.0201;0.009403233168963967;1651104000;0.20054;38.62259;27.490198;0.726;1.02;0.448969;54250110976;1656547200;EUR
REMY COINTREAU;Consumer Defensive;Beverages—Wineries & Distilleries;rco.pa;188.10000610351562;151.80 - 217.20;39681;0.0095999995;0.008594718842151334;1658880000;0.16186;112.5;50.29412;1.672;3.74;0.08481;9273423872;1648684800;EUR
REN;Utilities;Utilities—Diversified;rene.ls;2.7799999713897705;2.44 - 3.06;613249;0.0557;0.04100719466662779;1652745600;0.12713;16.848484;16.352942;0.165;0.17;0.359846;1844001792;1656547200;EUR
RENAULT;Consumer Cyclical;Auto Manufacturers;rno.pa;27.885000228881836;20.47 - 38.07;1114051;N/A;0.013149243810544867;1588204800;-0.01778;N/A;1.8552895;-29.512;15.03;1.802587;8091502592;1656547200;EUR
RENEWI;Industrials;Waste Management;rwi.as;9.8100004196167;5.95 - 10.10;25451;N/A;0.0;N/A;0.03986;N/A;N/A;-0.048;N/A;1.3632;785331712;1648684800;EUR
RETAIL ESTATES;Real Estate;REIT—Retail;ret.br;68.0;61.00 - 75.90;5293;0.0668;0.04362745098039216;1658448000;1.15965;14.146036;N/A;4.807;N/A;1.104935;861274368;1648684800;EUR
REXEL;Technology;Electronics & Computer Distribution;rxl.pa;16.094999313354492;13.61 - 21.96;681072;0.0433;0.019467744436208297;1654473600;0.04704;N/A;13.525208;-0.864;1.19;1.827503;4907252736;1656547200;EUR
ROBERTET;Basic Materials;Chemicals;rbt.pa;885.0;772.00 - 1,058.00;297;0.0087;0.005875706214689265;1656460800;0.118319996;40.466393;N/A;21.87;N/A;0.282223;2167940352;1640908800;EUR
ROBERTET CI;Basic Materials;Chemicals;cbe.pa;830.0;780.00 - 970.00;0;N/A;0.0;1498694400;0.118319996;37.95153;N/A;21.87;N/A;0.282223;2167163136;1640908800;EUR
ROCHE BOBOIS;Consumer Cyclical;Furnishings, Fixtures & Appliances;rbo.pa;34.29999923706055;27.30 - 41.90;1823;0.0298;0.005830903919785034;1656028800;0.0561;17.323233;N/A;1.98;N/A;0.814545;338600000;1640908800;EUR
ROODMICROTEC;Technology;Semiconductors;rood.as;0.2150000035762787;0.17 - 0.22;135849;N/A;0.0;N/A;0.112720005;N/A;10.75;-0.004;0.02;0.827503;16140523;1656547200;EUR
ROSIER;Basic Materials;Agricultural Inputs;engb.br;19.0;18.00 - 74.00;38;N/A;0.0;1372118400;-0.12226;N/A;N/A;-27.488;N/A;N/A;4845000;1656547200;EUR
ROTHSCHILD & CO;Financial Services;Capital Markets;roth.pa;34.79999923706055;29.15 - 42.00;10831;0.064;0.016666667032059133;1653264000;0.25308;15.89041;N/A;2.19;N/A;0.963104;2516941312;1640908800;EUR
ROULARTA;Communication Services;Publishing;rou.br;19.100000381469727;14.75 - 21.60;3102;0.0554;0.01745200663224718;1653868800;0.05466;39.791668;N/A;0.48;N/A;0.724964;222297264;1640908800;EUR
RUBIS;Energy;Oil & Gas Refining & Marketing;rui.pa;23.829999923706055;21.63 - 33.73;158967;0.078200005;0.049657294885517594;1655164800;0.06375;8.767476;7.4937105;2.718;3.18;1.279348;2454871296;1640908800;EUR
RYANAIR HOLDINGS PLC;Industrials;Airlines;rya.ir;12.484999656677246;10.95 - 18.44;1261336;N/A;0.0;1423699200;0.03119;N/A;10.762931;-0.578;1.16;1.44849;14146504704;1656547200;EUR
S.D. STANDARD ETC PLC;Energy;Oil & Gas Equipment & Services;sdsd.ol;1.840000033378601;1.10 - 2.48;735089;N/A;0.0;1446163200;0.94282997;N/A;92.0;-0.39;0.02;1.281744;965048768;1648684800;NOK
S.E.B.;Consumer Cyclical;Furnishings, Fixtures & Appliances;sk.pa;76.94999694824219;75.80 - 143.90;61276;0.0299;0.024691359003925245;1653955200;0.0462;14.202657;9.31598;5.418;8.26;0.827024;4240491264;1656547200;EUR
SAFRAN;Industrials;Aerospace & Defense;saf.pa;107.0199966430664;87.85 - 123.12;468597;0.0047;0.0013393135659626242;1653955200;-0.25545;133.775;18.57986;0.8;5.76;1.3862;45665861632;1656547200;EUR
SAGA PURE;Basic Materials;Specialty Chemicals;saga.ol;2.247999906539917;2.06 - 3.45;564578;0.0849;0.05438523357777956;1646006400;73.15364;3.5796175;N/A;0.628;N/A;1.600383;1076517760;1648684800;NOK
SAINT GOBAIN;Industrials;Building Products & Equipment;sgo.pa;41.72999954223633;39.19 - 67.12;872722;0.037100002;0.021647096650912717;1654473600;0.062030002;49.094116;7.0489864;0.85;5.92;1.432678;21741330432;1656547200;EUR
SAINT JEAN GROUPE;Consumer Defensive;Packaged Foods;sabe.pa;21.0;17.20 - 25.20;62;0.005;0.0;1656288000;0.02003;56.756756;N/A;0.37;N/A;0.091518;70469280;1640908800;EUR
SALMAR;Consumer Defensive;Farm Products;salm.ol;682.0;553.40 - 785.50;107997;0.029000001;0.016129032258064516;1654732800;0.18123;38.99371;24.7191;17.49;27.59;0.267369;80270032896;1648684800;NOK
SALMON EVOLUTION ASA;Consumer Defensive;Farm Products;salme.ol;8.90999984741211;7.23 - 11.70;941735;N/A;0.0;N/A;-1.20831;N/A;-59.399998;-0.133;-0.15;N/A;2769192192;1648684800;NOK
SAMSE;Industrials;Industrial Distribution;sams.pa;177.0;170.00 - 220.00;138;0.0904;0.060263653483992465;1655769600;0.05284;12.883971;15.733334;13.738;11.25;0.946813;609950848;1640908800;EUR
SANOFI;Healthcare;Drug Manufacturers—General;san.pa;81.5;76.45 - 106.66;3787836;0.0343;0.02597137014314928;1651795200;0.15802;8.418552;11.303744;9.681;7.21;0.356492;102306136064;1656547200;EUR
SARTORIUS STED BIO;Healthcare;Medical Instruments & Supplies;dim.pa;374.8999938964844;268.60 - 551.00;40607;0.0032;0.0015115142061675575;1648684800;0.19179001;86.98376;46.513645;4.31;8.06;0.309056;34557833216;1656547200;EUR
SAS AB;Industrials;Airlines;sasno.ol;0.618399977684021;0.43 - 2.10;5445516;N/A;0.0;987552000;-0.27049;N/A;N/A;N/A;N/A;1.094873;4493318656;1651276800;NOK
SATS;Consumer Cyclical;Leisure;sats.ol;11.5600004196167;11.50 - 25.50;159490;N/A;0.0;N/A;-0.02796;N/A;10.905662;-2.628;1.06;1.566978;1980632704;1656547200;NOK
SAVENCIA S.A.;Consumer Defensive;Packaged Foods;save.pa;58.79999923706055;56.80 - 75.00;2796;0.025999999;0.01587301607897081;1652659200;0.014780001;10.352113;7.2413793;5.68;8.12;0.871106;804730880;1640908800;EUR
SBM OFFSHORE;Energy;Oil & Gas Equipment & Services;sbmo.as;14.15999984741211;12.06 - 15.90;302560;0.0671;0.03504943540594064;1649376000;0.10672;17.08082;25.745453;0.829;0.55;0.982271;2501363968;1640908800;EUR
SCANA;Industrials;Industrial Distribution;scana.ol;1.4500000476837158;1.13 - 2.48;762292;N/A;0.0;1272499200;0.02441;3.372093;N/A;0.43;N/A;0.688548;155882256;1648684800;NOK
SCATEC ASA;Utilities;Utilities—Renewable;scatc.ol;105.25;79.40 - 190.55;237974;0.024500001;0.0;1651449600;-0.31215;N/A;31.047197;-4.819;3.39;0.945855;16715804672;1656547200;NOK
SCBSM;Real Estate;REIT—Diversified;cbsm.pa;9.399999618530273;8.50 - 10.30;539;N/A;0.0;1546905600;0.98538;5.092091;N/A;1.846;N/A;0.791566;111763176;1640908800;EUR
SCHEERD.V KERCHOVE;Basic Materials;Building Materials;schd.br;640.0;488.00 - 690.00;0;N/A;0.0;1496102400;0.00043000001;N/A;N/A;-228.374;N/A;N/A;25600000;1640908800;EUR
SCHIBSTED SER. A;Communication Services;Publishing;scha.ol;177.89999389648438;146.80 - 486.80;218256;0.0117;0.007494847549624803;1651708800;-2.60045;48.540245;21.459589;3.665;8.29;0.812649;39041576960;1656547200;NOK
SCHIBSTED SER. B;Communication Services;Publishing;schb.ol;166.60000610351562;133.60 - 433.80;111433;0.012200001;0.004001600493654475;1651708800;-2.60045;45.457027;N/A;3.665;N/A;0.812649;41165197312;1656547200;NOK
SCHLUMBERGER;Energy;Oil & Gas Equipment & Services;slb.pa;39.25;22.21 - 46.10;28395;0.019299999;0.021231422505307854;1662422400;0.105620004;N/A;26.70068;-1.695;1.47;1.942103;55335829504;1656547200;EUR
SCHNEIDER ELECTRIC SE;Industrials;Specialty Industrial Machinery;su.pa;128.05999755859375;110.02 - 178.78;695011;0.0216;0.013405174913276157;1652745600;0.10148;33.61155;17.352303;3.81;7.38;0.987541;71275249664;1656547200;EUR
SCOR SE;Financial Services;Insurance—Reinsurance;scr.pa;16.1200008392334;15.88 - 31.73;382967;0.105;0.07444168346935813;1653004800;-0.008719999;12.896001;4.65896;1.25;3.46;1.379012;2912690688;1656547200;EUR
SEABIRD EXPLORATION;Energy;Oil & Gas Equipment & Services;geg.ol;4.085000038146973;1.99 - 5.27;462516;N/A;0.0;N/A;-0.43395;N/A;5.10625;-2.555;0.8;2.99425;138671856;1648684800;NOK
SECHE ENVIRONNEM.;Industrials;Waste Management;schp.pa;80.4000015258789;47.45 - 88.80;3636;0.0121;0.00787728011584027;1657238400;0.03592;45.42373;37.22222;1.77;2.16;0.61907;627156160;1640908800;EUR
SEGRO PLC;Real Estate;REIT—Industrial;sgro.pa;11.300000190734863;11.30 - 11.30;0;0.0155;0.006666666554138725;1660176000;6.46984;7.957747;N/A;1.42;N/A;0.553905;19843026944;1656547200;EUR
SELECTIRENTE;Real Estate;REIT—Retail;seler.pa;93.5;91.50 - 98.00;4;0.0385;0.02406417112299465;1654819200;0.65696996;35.727932;N/A;2.617;N/A;N/A;389747264;1656547200;EUR
SELF STORAGE GROUP;Industrials;Specialty Business Services;ssg.ol;29.0;26.00 - 37.60;4386;N/A;0.0;N/A;0.97278;21.64179;23.966942;1.34;1.21;0.783257;2745679360;1648684800;NOK
SELVAAG BOLIG;Real Estate;Real Estate Services;sbo.ol;42.95000076293945;35.40 - 62.90;68657;0.122200005;0.24447030997634356;1651017600;0.14613;2.630773;12.098592;16.326;3.55;0.961188;4014407680;1648684800;NOK
SEMAPA;Basic Materials;Paper & Paper Products;sem.ls;14.5600004196167;10.66 - 16.30;6574;0.0359;0.014583332913044185;1654560000;0.09269;10.922731;6.529148;1.333;2.23;1.349305;1162898560;1648684800;EUR
SEQUANA MEDICAL;Healthcare;Medical Devices;sequa.br;5.78000020980835;4.86 - 8.50;2315;N/A;0.0;N/A;0.0;N/A;N/A;-1.25;N/A;1.100274;107371016;1640908800;EUR
SERGEFERRARI GROUP;Industrials;Building Products & Equipment;sefer.pa;13.600000381469727;8.15 - 19.78;5999;0.0224;0.0068627449055444064;1652918400;0.0356;340.00003;25.185184;0.04;0.54;1.057977;163659680;1640908800;EUR
SES;Communication Services;Broadcasting;sesg.pa;7.388000011444092;6.40 - 9.02;596090;0.0679;0.03609456771164011;1650326400;0.25975;N/A;16.790909;-0.297;0.44;0.723618;4113328128;1648684800;EUR
SES IMAGOTAG;Technology;Electronic Components;sesl.pa;102.19999694824219;44.05 - 105.00;14653;N/A;0.0;1348617600;0.0067000003;434.89362;N/A;0.235;N/A;1.216578;1609741952;1640908800;EUR
SHELF DRILLING;Energy;Oil & Gas Drilling;shlf.ol;15.920000076293945;3.73 - 24.60;942597;N/A;0.0;N/A;-0.12099;N/A;-14.342342;-16.747;-1.11;2.542405;2182886656;1648684800;NOK
SHELL PLC;Energy;Oil & Gas Integrated;shell.as;27.524999618530273;16.54 - 28.74;10445455;0.038;0.0;1660176000;0.10974;N/A;N/A;N/A;N/A;0.814087;N/A;1656547200;EUR
SHOWROOMPRIVE;Consumer Cyclical;Internet Retail;srp.pa;1.187999963760376;1.13 - 3.18;57589;N/A;0.0;N/A;0.012920001;3.453488;59.399998;0.344;0.02;N/A;140775616;1656547200;EUR
SHURGARD;Real Estate;Real Estate Services;shur.br;48.70000076293945;43.75 - 59.40;23048;0.0247;0.01752224476314007;1652140800;1.48763;14.984615;N/A;3.25;N/A;0.705076;4326113792;1640908800;EUR
SIEM OFFSHORE;Energy;Oil & Gas Midstream;sioff.ol;15.779999732971191;2.42 - 19.26;502526;N/A;0.0;1399334400;0.4768;N/A;-789.0;-2.664;-0.02;0.944896;3769084416;1648684800;NOK
SIF HOLDING;Industrials;Metal Fabrication;sifg.as;10.9399995803833;9.43 - 16.76;8280;0.0154;0.003656307270040913;1652659200;0.02743;38.385963;7.0128207;0.285;1.56;0.700047;278985312;1640908800;EUR
SIGNIFY NV;Industrials;Electrical Equipment & Parts;light.as;29.59000015258789;28.95 - 48.97;403712;0.0405;0.015207840408228042;1652918400;0.08096;11.016381;7.4346733;2.686;3.98;1.133205;3669367040;1656547200;EUR
SII;Technology;Information Technology Services;sii.pa;48.150001525878906;35.20 - 53.90;8928;0.0033000002;0.0031152646987847;1632268800;0.07163;49.283524;N/A;0.977;N/A;1.370388;927248640;1648684800;EUR
SIKRI HOLDING ASA;Technology;Information Technology Services;sikri.ol;14.100000381469727;14.01 - 26.80;16076;N/A;0.0;N/A;-0.01496;15.326087;2.4955752;0.92;5.65;0.876127;265134992;1640908800;NOK
SIPEF;Consumer Defensive;Farm Products;sip.br;65.19999694824219;50.00 - 71.40;5898;0.0352;0.0017893661369229868;1656892800;0.22533001;58.00712;N/A;1.124;N/A;0.493052;689105280;1640908800;EUR
Sligro Food Group N.V.;Consumer Defensive;Food Distribution;sligr.as;17.219999313354492;17.12 - 25.30;22077;0.0159;0.02710027208333024;1663718400;0.02099;N/A;9.063158;-1.586;1.9;1.298035;760149312;1656547200;EUR
SMARTCRAFT ASA;Technology;Software—Application;smcrt.ol;17.639999389648438;14.04 - 1,752.00;32497;N/A;0.0;N/A;0.14751;8.34832;N/A;2.113;N/A;N/A;3025259776;1648684800;NOK
SMARTPHOTO GROUP;Consumer Cyclical;Leisure;smar.br;29.200000762939453;24.70 - 36.80;343;0.023;0.013127853538273148;1652659200;0.0863;13.70892;N/A;2.13;N/A;0.760421;109465544;1640908800;EUR
SMCP;Consumer Cyclical;Apparel Retail;smcp.pa;6.025000095367432;4.76 - 8.84;109385;N/A;0.0;N/A;0.022720002;N/A;N/A;-1.38;N/A;2.018552;449723456;1640908800;EUR
SMTPC;Industrials;Infrastructure Operations;smtpc.pa;28.5;21.10 - 30.00;774;0.0669;0.022222222222222223;1656979200;0.32251;24.070946;26.388887;1.184;1.08;0.698131;166368752;1640908800;EUR
SMURFIT KAPPA GROUP PLC;Consumer Cyclical;Packaging & Containers;sk3.ir;34.439998626708984;30.56 - 50.28;546096;0.036199998;0.03235578913377607;1664409600;0.08;15.259193;N/A;2.257;N/A;0.84044;8921131008;1656547200;EUR
SNOWWORLD;Consumer Cyclical;Leisure;snow.as;11.199999809265137;9.50 - 13.50;5129;N/A;0.0;1521504000;-0.73576;140.0;9.911505;0.08;1.13;0.528988;44203488;1617148800;EUR
SOC FRANC CASINOS;Consumer Cyclical;Resorts & Casinos;sfca.pa;1.9700000286102295;1.25 - 2.02;463;N/A;0.0;1058400000;0.17337999;N/A;N/A;-2.81;N/A;N/A;10032166;1651276800;EUR
SOCIETE GENERALE;Financial Services;Banks—Regional;gle.pa;21.94499969482422;18.34 - 37.67;2977733;0.0756;0.04177109498355858;1653436800;0.21414;N/A;5.4589553;-1.022;4.02;1.826066;18234605568;1648684800;EUR
SODEXO;Industrials;Specialty Business Services;sw.pa;79.26000213623047;62.40 - 86.80;163560;0.0252;0.020607283488662965;1639699200;0.0232;N/A;15.154876;-4.528;5.23;0.932918;11599225856;1646006400;EUR
SODITECH ING.;Industrials;Engineering & Construction;sec.pa;1.6200000047683716;0.62 - 1.64;1794;N/A;0.0;N/A;0.06982;70.434784;N/A;0.023;N/A;0.627695;4018053;1640908800;EUR
SOFINA;Financial Services;Asset Management;sof.br;209.1999969482422;185.70 - 436.80;18925;0.0137;0.00941682614119442;1652400000;0.97699;5.180654;N/A;40.381;N/A;0.930043;7051232256;1640908800;EUR
SOGECLAIR;Industrials;Aerospace & Defense;sog.pa;21.299999237060547;17.15 - 29.00;138;0.0417;0.028169015093486058;1652659200;0.021860002;N/A;10.04717;-4.844;2.12;1.742213;65177360;1640908800;EUR
SOITEC;Technology;Semiconductor Equipment & Materials;soi.pa;149.0;119.40 - 243.00;37246;N/A;0.0;N/A;0.23409;54.399414;N/A;2.739;N/A;1.568279;5199012352;1648684800;EUR
SOLOCAL GROUP;Communication Services;Advertising Agencies;local.pa;0.9869999885559082;0.88 - 1.99;108962;N/A;0.77676461555829;1592352000;0.05455;0.20118222;10.966666;4.906;0.09;1.48826;129971120;1656547200;EUR
SOLSTAD OFFSHORE;Industrials;Marine Shipping;soff.ol;29.100000381469727;4.46 - 49.50;1321495;N/A;0.0;1431993600;-0.20395;0.0011746242;-28.811882;24773.88;-1.01;2.865356;2200207360;1648684800;NOK
SOLUTIONS 30 SE;Technology;Information Technology Services;s30.pa;3.134000062942505;3.02 - 9.61;646951;N/A;0.0;N/A;0.024519999;9.110465;N/A;0.344;N/A;1.713943;335513504;1640908800;EUR
SOLVAC NOM(RETAIL);Basic Materials;Chemicals;solv.br;96.19999694824219;88.20 - 120.07;497;0.054899998;0.056999308807499156;1639526400;0.98322;N/A;N/A;-14.596;N/A;1.111164;2056274944;1640908800;EUR
SOLVAY;Basic Materials;Chemicals;solb.br;81.9000015258789;74.04 - 112.40;147328;0.045;0.03663003594758243;1652745600;0.11983;N/A;9.0899;-9.327;9.01;1.415908;8454045696;1656547200;EUR
SOMFY SA;Consumer Cyclical;Furnishings, Fixtures & Appliances;so.pa;116.80000305175781;115.40 - 180.40;5093;0.0174;0.013270547598471771;1654819200;0.17461;18.899677;4.9512506;6.18;23.59;0.786775;4022463744;1640908800;EUR
SONAE;Consumer Cyclical;Department Stores;son.ls;1.0390000343322754;0.87 - 1.18;1862380;0.046;0.03044594060448019;1652313600;0.043520004;29.685715;11.544444;0.035;0.09;N/A;1984739456;1656547200;EUR
SONAECOM,SGPS;Technology;Information Technology Services;snc.ls;1.8650000095367432;1.59 - 2.14;2482;0.1013;0.03217158160492648;1653350400;1.65528;9.467006;16.954546;0.197;0.11;0.286056;570259200;1656547200;EUR
SOPRA STERIA GROUP;Technology;Information Technology Services;sop.pa;144.0;135.00 - 179.70;13696;0.0197;0.010185185185185186;1654560000;0.043870002;27.428572;13.572103;5.25;10.61;1.45999;2909505536;1656547200;EUR
SPADEL;Consumer Defensive;Beverages—Non-Alcoholic;spa.br;182.0;157.00 - 188.00;9;0.0114;0.0036630036630036634;1654041600;0.09445;32.94714;N/A;5.524;N/A;0.362242;755363712;1640908800;EUR
SPAREBANK 1 SR-BANK;Financial Services;Banks—Regional;srbnk.ol;117.5999984741211;104.00 - 142.70;145819;0.0533;0.0;1651190400;0.47798002;18.906754;10.297723;6.22;11.42;1.145184;30071261184;1648684800;NOK
SPIE;Industrials;Engineering & Construction;spie.pa;22.079999923706055;17.61 - 23.68;177013;0.0278;0.017814009723389243;1653004800;0.02446;65.71429;12.763005;0.336;1.73;N/A;3591422464;1656547200;EUR
Sporting Clube de Portugal;Communication Services;Entertainment;scp.ls;0.8080000281333923;0.76 - 1.00;130;N/A;0.0;N/A;-0.0083;38.476192;N/A;0.021;N/A;0.621945;54136000;1648684800;EUR
SPEAR INVESTMENTS I B.V. ORDINA;Financial Services;Shell Companies;spr1.as;10.0;9.81 - 10.00;0;N/A;0.0;N/A;0.0;N/A;N/A;N/A;N/A;N/A;1031750016;N/A;EUR
SQLI;Technology;Information Technology Services;sqi.pa;36.70000076293945;24.30 - 37.50;384;N/A;0.0;1500595200;0.0235;965.78955;18.442211;0.038;1.99;0.977479;167591280;1640908800;EUR
ST DUPONT;Consumer Cyclical;Luxury Goods;dpt.pa;0.1379999965429306;0.09 - 0.14;16038;N/A;0.0;1410825600;-0.3447;N/A;N/A;-0.026;N/A;0.80642;72350640;1632960000;EUR
STEF;Industrials;Integrated Freight & Logistics;stf.pa;95.5;82.70 - 114.80;1106;0.0322;0.013961605584642234;1651536000;0.03137;16.296928;13.172414;5.86;7.25;0.824628;1183015808;1640908800;EUR
STELLANTIS NV;Consumer Cyclical;Auto Manufacturers;stla.pa;14.034000396728516;11.16 - 19.35;2747949;0.0747;0.0;1650326400;0.09332;6.023176;N/A;2.33;N/A;N/A;44565389312;1656547200;EUR
STMICROELECTRONICS;Technology;Semiconductors;stm.pa;35.73500061035156;27.42 - 46.27;1508074;0.0062;0.004925143332697106;1663545600;0.20076;31.209608;16.93602;1.145;2.11;1.3632;32389347328;1656720000;EUR
STOLT-NIELSEN;Industrials;Marine Shipping;sni.ol;225.5;106.00 - 227.50;73483;0.0473;0.0022172949002217295;1650931200;0.07264;33.516647;13.049768;6.728;17.28;0.437949;15087009792;1653955200;NOK
STOREBRAND;Financial Services;Financial Conglomerates;stb.ol;80.73999786376953;66.74 - 99.44;794198;0.0434;0.026835109288984946;1649289600;0.08736;14.949083;12.479135;5.401;6.47;1.504551;37958701056;1656547200;NOK
